 29.6860350000,-82.449771000
 44.9778530000,-93.271276000
 34.6613370000,-86.540415900
 29.0363400000,-82.492383000
 41.0493318000,-76.255505300
 40.2456467000,-76.912480400
 40.7397310000,-73.791925600
 47.4598120000,-122.249346000
 32.2180197000,-90.932961500
 42.2806645000,-83.207075100
 32.5029970000,-84.937094000
 39.9131781000,-86.207638400
 41.1642209000,-85.166646600
 29.7256288000,-95.417678100
 33.8971580000,-84.280375000
 37.2181842000,-77.439247500
 30.6648804000,-96.351528600
 41.5721040000,-74.054709000
 44.3203979000,-69.915682200
 42.0325212000,-97.450780900
 48.5340907000,-123.016988400
 28.7953400000,-81.636551000
 33.8950460000,-84.545528000
 36.1441372000,-82.415310000
 36.2561188000,-86.715309200
 35.2426909000,-85.690697000
 41.7827620000,-87.936103900
 44.5528604000,-67.624213100
 47.1619441000,-122.293056100
 39.8210250000,-86.145422900
 41.7710635000,-84.475973400
 40.7229620000,-111.487559000
 43.7851360000,-88.432031000
 40.0421080000,-76.308453900
 36.5888156000,-79.393176300
 43.1109162000,-77.547130300
 25.7738437000,-80.190225600
 26.1337317000,-80.400993200
 38.8804070000,-77.173833700
 29.5749537000,-95.108226800
 29.6677160000,-98.470908000
 38.5674002000,-90.437991800
 40.0746520000,-75.538670000
 44.7640687000,-85.622337900
 32.4608739000,-83.706861000
 28.5573210000,-80.846331000
 36.4466050000,-88.999752000
 39.9275473000,-75.384689700
 42.4571120000,-89.074906000
 39.1847229000,-96.573965400
 45.0299100000,-92.855212000
 39.9461285000,-83.253617600
 28.9022707000,-82.447245700
 36.3367490000,-79.623469000
 38.8066335000,-89.951733300
 27.8638310000,-82.326085000
 40.3851870000,-105.071237900
 28.0434310000,-82.458996000
 40.3558424000,-74.280216700
 44.9234510000,-123.045066000
 40.7482240000,-73.992845000
 40.7963669000,-81.582294000
 39.5593152000,-86.090404700
 26.3234070000,-80.264636000
 43.0320380000,-83.761810000
 40.3386721000,-79.954104200
 39.7280790000,-104.940516000
 33.4985063000,-111.926278500
 28.5113530000,-81.141288000
 40.7534362000,-111.888319000
 47.1432330000,-122.433628000
 37.0401048000,-78.482755200
 40.7392023000,-74.001561900
 41.3935460000,-73.290541000
 36.0956199000,-119.555751000
 39.9646620000,-82.997598600
 40.1156196000,-75.347409100
 39.4324984000,-84.208344100
 33.8065600000,-84.367522000
 40.6731925000,-73.983121300
 31.9382652000,-81.303443300
 38.3698920000,-75.612523900
 36.0539580000,-95.805133000
 42.4320510000,-83.482956000
 43.2533411173,-77.714978720
 29.5424186000,-95.142504900
 35.4747450000,-82.515210000
 33.7342260000,-84.425071000
 29.8895068000,-81.292356500
 39.6875310000,-75.548804000
 32.7904222000,-96.826559600
 39.3100120000,-84.559889000
 42.0513330000,-87.988417300
 42.4810120000,-83.123569000
 40.1761043000,-75.106483600
 43.3065390000,-88.374724000
 44.3687667000,-100.373180000
 42.6088568000,-83.040867000
 29.5197034000,-98.509450100
 38.2225700000,-85.355234900
