-122.400749,48.225395
-122.461586,48.228542
-122.453156,48.128674
-122.360077,48.060280
-122.513245,48.134155
-122.540802,48.210640
-122.507858,48.253971
-122.403137,48.246773
-122.377052,48.289898
-122.563087,48.414421
-122.665749,48.413071
-122.698128,48.494503
-122.606895,48.518997
-122.521950,48.458576
-122.472557,48.462368
-122.504021,48.559616
-122.428268,48.599567
-122.486519,48.638741
-122.525276,48.711895
-122.515572,48.758091
-122.696114,48.803185
-122.752953,48.910156
-122.821129,48.950893
-122.742653,48.955975
-122.763832,48.999912
-120.855827,48.999973
-118.842453,49.000000
-118.199234,49.000004
-117.437500,48.999996
-117.030975,49.000000
-117.028046,48.838150
-117.037834,48.046284
-117.036438,47.971191
-117.040779,47.361542
-117.041382,47.258602
-117.039963,47.119423
-117.040932,46.536716
-117.037567,46.428097
-117.043480,46.388691
-117.063194,46.348816
-117.026985,46.335545
-117.000656,46.302567
-116.971741,46.249428
-116.966507,46.197674
-116.928444,46.165604
-116.960655,46.097397
-116.986229,46.078632
-116.956741,46.065811
-116.918152,45.995300
-117.480652,45.999966
-117.601807,46.000401
-117.981628,46.000019
-117.991478,46.001778
-118.981018,45.999203
-119.031105,45.966419
-119.139130,45.925854
-119.177620,45.922497
-119.301636,45.932808
-119.378311,45.917755
-119.437729,45.914413
-119.511086,45.899345
-119.588158,45.913460
-119.620979,45.899555
-119.677307,45.852684
-119.832413,45.841755
-119.868591,45.831844
-119.993172,45.811287
-120.067497,45.780350
-120.154755,45.761410
-120.206291,45.719933
-120.282478,45.716732
-120.442223,45.689430
-120.497993,45.695782
-120.568916,45.741070
-120.622589,45.743763
-120.657234,45.732765
-120.695824,45.710663
-120.860245,45.665340
-120.906761,45.635632
-120.947395,45.650471
-120.967300,45.645309
-121.032303,45.653000
-121.072350,45.646767
-121.124023,45.607216
-121.173134,45.600674
-121.190872,45.613400
-121.202126,45.657444
-121.213089,45.665802
-121.275208,45.678497
-121.318794,45.696800
-121.366631,45.699844
-121.420845,45.690762
-121.441368,45.695126
-121.527870,45.719727
-121.705231,45.688953
-121.757507,45.689877
-121.809853,45.700844
-121.887093,45.677017
-121.925629,45.642189
-121.971466,45.635937
-121.998817,45.617985
-122.080841,45.590664
-122.243721,45.548271
-122.301949,45.543251
-122.355255,45.566330
-122.435951,45.564938
-122.564224,45.594978
-122.650002,45.606991
-122.695114,45.631207
-122.759331,45.649559
-122.771339,45.727848
-122.763077,45.760731
-122.786797,45.800507
-122.783302,45.850613
-122.782860,45.868050
-122.805008,45.904236
-122.806526,45.944054
-122.874199,46.027348
-122.898537,46.079494
-122.972946,46.110649
-123.049370,46.155903
-123.117325,46.179478
-123.174965,46.183754
-123.211205,46.170174
-123.247566,46.144188
-123.303482,46.144905
-123.469528,46.275192
-123.618828,46.258835
-123.724205,46.285595
-123.884514,46.240612
-123.992065,46.310452
-124.077843,46.267437
-124.064232,46.639927
-124.021767,46.583721
-124.011734,46.383858
-123.840187,46.404518
-123.939423,46.481293
-123.892296,46.511257
-123.956436,46.617405
-123.925194,46.673241
-123.839691,46.718468
-123.894264,46.745167
-124.041878,46.716038
-124.089767,46.729206
-124.100784,46.789654
-124.137543,46.900173
-124.104477,46.908337
-124.103455,46.874332
-124.027527,46.823952
-124.045647,46.887440
-123.811378,46.964149
-123.994583,46.976574
-124.033112,47.031223
-124.111076,47.042866
-124.160751,46.929802
-124.191444,47.167175
-124.230133,47.275265
-124.318130,47.349434
-124.347778,47.527107
-124.372299,47.638962
-124.482719,47.808456
-124.605362,47.873940
-124.731422,48.150204
-124.703857,48.232212
-124.715820,48.377773
-124.562202,48.357487
-123.989899,48.159355
-123.395561,48.111217
-123.121933,48.148918
-122.920311,48.094364
-122.923561,48.066982
-122.839828,48.133320
-122.767601,48.144176
-122.801651,48.085506
-122.660294,47.917343
-122.652321,47.864616
-122.744598,47.809174
-122.788528,47.802734
-122.808243,47.857262
-122.857529,47.827515
-122.898094,47.672703
-122.981476,47.605659
-123.112648,47.456459
-123.152794,47.348732
-123.009209,47.353210
-122.831993,47.438648
-123.034943,47.356236
-123.111420,47.371754
-123.025070,47.516121
-122.915703,47.614792
-122.751678,47.660873
-122.721794,47.757084
-122.609901,47.850193
-122.611954,47.936375
-122.530632,47.909645
-122.472343,47.755161
-122.620255,47.697151
-122.585213,47.571373
-122.554016,47.583687
-122.541458,47.522915
-122.503220,47.507397
-122.557205,47.398544
-122.542885,47.374107
-122.587013,47.334110
-122.551918,47.283512
-122.579292,47.251568
-122.610306,47.293579
-122.605675,47.270752
-122.698502,47.292267
-122.627510,47.398735
-122.636192,47.398762
-122.740303,47.341633
-122.768463,47.266338
-122.718559,47.223312
-122.759995,47.162678
-122.823860,47.235008
-122.772087,47.337543
-122.800934,47.360924
-122.879120,47.299416
-123.114174,47.208164
-123.079941,47.090240
-123.030090,47.100956
-122.921898,47.048145
-122.788803,47.126041
-122.726944,47.082623
-122.698837,47.098507
-122.590569,47.180241
-122.529526,47.287636
-122.545349,47.316456
